No,Longitude,Lattitude,N,P,K,Ca,Mg,Fe,Mn,Cu,Zn,B,b12,b11,b9,b8a,b8,b7,b6,b5,b4,b3,b2,b1,Sigma_VV,Sigma_VH,plia,lia,iafe,gamma0_vv,gamma0_vh,beta0_vv,beta0_vh
88,102.908543,-0.664793,3.02,0.17,0.71,0.12,0.49,62.8,524.07,3.82,17.4,17.88,0.0896,0.1658,0.3038,0.2849,0.2312,0.2567,0.0821,0.2009,0.046,0.0505,0.0297,0.0192,0.14891,0.02957,34.37142,34.3716,34.40738,0.18064,0.03588,0.26302,0.05224
89,102.907958,-0.664825,2.43,0.14,0.524,0.13,0.71,75.64,959.44,0.09,15.92,16.46,0.0738,0.1497,0.2514,0.2878,0.2442,0.2569,0.0751,0.2035,0.0419,0.0461,0.0265,0.0175,0.21456,0.0326,32.97965,33.04497,34.40353,0.26028,0.03954,0.37902,0.05758
90,102.90602,-0.66472,2.74,0.16,0.664,0.14,0.61,66.21,720.57,0.09,19.65,18.58,0.0828,0.1478,0.2465,0.2345,0.2222,0.2219,0.0703,0.1688,0.0417,0.0486,0.0269,0.0197,0.30732,0.04132,34.58529,34.58608,34.3896,0.37274,0.05012,0.54308,0.07303
91,102.903499,-0.664738,2.16,0.12,0.448,0.18,0.95,66.51,731.43,1.07,26.52,10.96,0.0839,0.1595,0.3026,0.3228,0.3052,0.2964,0.087,0.2318,0.032,0.0462,0.0224,0.0159,0.1813,0.04478,34.93102,35.00294,34.3718,0.21985,0.0543,0.32053,0.07917
92,102.901501,-0.664163,2.27,0.12,0.409,0.12,1.04,65.62,374.37,1.4,20.33,10.55,0.072,0.1514,0.2914,0.3039,0.2774,0.2798,0.0753,0.2206,0.0346,0.0479,0.0236,0.0231,0.16284,0.02914,36.06455,36.06458,34.35869,0.19743,0.03533,0.28799,0.05153
93,102.900842,-0.663912,1.8,0.11,0.335,0.14,0.92,66.22,510.45,1.08,13.55,10.69,0.0865,0.1575,0.2739,0.2563,0.2676,0.2279,0.0823,0.1835,0.036,0.05,0.0222,0.0235,0.28312,0.05194,33.21013,33.21019,34.35456,0.34324,0.06297,0.50075,0.09187
94,102.897244,-0.663979,2.25,0.14,0.7,0.06,0.74,74.28,277.67,1.61,17.51,12.11,0.0736,0.1388,0.3635,0.2942,0.2784,0.2687,0.075,0.1989,0.0384,0.0457,0.0262,0.0267,0.19546,0.0461,35.75958,35.81719,34.32875,0.2369,0.05588,0.34595,0.0816
95,102.897167,-0.663889,2.42,0.15,0.781,0.1,0.67,93.42,348.08,0.09,17.99,11.18,0.0736,0.1388,0.3635,0.2942,0.251,0.2687,0.075,0.1989,0.0318,0.0459,0.0228,0.0267,0.18491,0.04252,35.95272,35.97212,34.32819,0.22411,0.05153,0.32728,0.07525
96,102.895541,-0.663688,2.24,0.12,0.534,0.12,0.83,74.9,671.45,0.21,18.91,7.77,0.0632,0.1327,0.3964,0.312,0.284,0.2863,0.0713,0.217,0.0304,0.0413,0.0251,0.028,0.19542,0.03392,34.50899,34.509,34.3168,0.23681,0.0411,0.34597,0.06005
97,102.89495,-0.663889,2.36,0.15,0.49,0.16,0.78,61.31,995.45,0.09,25.6,5.01,0.064,0.1319,0.3905,0.3043,0.2662,0.2817,0.0707,0.2211,0.0294,0.0449,0.0261,0.0269,0.26225,0.04643,33.98449,34.00317,34.31212,0.31778,0.05626,0.46434,0.08221
98,102.892623,-0.664194,2.57,0.13,1.051,0.14,0.39,80.89,412.94,0.53,19.16,12.16,0.0564,0.1095,0.4076,0.2552,0.2046,0.2319,0.0695,0.1817,0.0283,0.0387,0.0241,0.0306,0.15327,0.05341,32.35709,32.37779,34.29556,0.18568,0.0647,0.27149,0.0946
99,102.891105,-0.664581,2.35,0.13,0.475,0.18,0.57,99.79,730.12,2.55,14.35,10.58,0.0588,0.1036,0.426,0.2203,0.193,0.2011,0.0635,0.1587,0.0284,0.0368,0.0213,0.0364,0.21958,0.03374,34.82146,34.82163,34.28318,0.26599,0.04087,0.3891,0.05978
100,102.890742,-0.663564,2.6,0.14,0.669,0.18,0.58,63.8,607.08,1.39,13.55,6.0,0.0567,0.099,0.4312,0.1987,0.1872,0.1738,0.0627,0.1367,0.0328,0.0391,0.0276,0.0353,0.21982,0.03035,35.89271,35.90076,34.28236,0.26627,0.03677,0.38951,0.05378
101,102.891375,-0.666243,2.43,0.13,0.448,0.21,0.69,84.39,1283.63,1.51,14.62,14.12,0.0554,0.1005,0.408,0.225,0.1926,0.2045,0.0737,0.1662,0.0392,0.0468,0.0284,0.0345,0.14953,0.04016,34.26575,34.39612,34.2828,0.18113,0.04865,0.26496,0.07116
102,102.890078,-0.663993,2.41,0.15,0.503,0.05,0.65,74.77,633.6,0.53,10.35,10.44,0.065,0.1096,0.4655,0.2249,0.1798,0.2067,0.0633,0.1585,0.0327,0.0411,0.0254,0.0436,0.19729,0.04045,32.53371,32.53535,34.27733,0.23897,0.049,0.34964,0.07169
103,102.889941,-0.663672,2.37,0.13,0.522,0.48,0.79,57.24,673.27,2.52,15.23,9.79,0.0628,0.1117,0.4655,0.2179,0.1848,0.1951,0.065,0.158,0.0297,0.0408,0.0179,0.0436,0.21316,0.03511,34.63962,34.66254,34.27641,0.25819,0.04253,0.37779,0.06223
104,102.890033,-0.664673,2.3,0.13,0.45,0.56,0.7,81.91,1096.83,0.09,16.72,17.98,0.0611,0.1093,0.4807,0.2445,0.206,0.2273,0.0705,0.1806,0.0326,0.0405,0.022,0.044,0.24184,0.03051,34.32343,34.32757,34.27552,0.29292,0.03696,0.4286,0.05408
105,102.890013,-0.665121,2.21,0.14,0.474,0.59,0.65,81.72,705.78,1.07,27.52,17.09,0.0602,0.111,0.4858,0.255,0.2174,0.2336,0.0767,0.1903,0.0404,0.0449,0.0249,0.0435,0.14938,0.04538,33.40738,33.4115,34.2746,0.18094,0.05496,0.26476,0.08042
106,102.88932,-0.664241,2.04,0.1,0.484,0.57,0.69,83.59,427.55,0.75,13.47,3.93,0.0608,0.1075,0.4899,0.2402,0.2006,0.2243,0.0721,0.1837,0.0402,0.044,0.0262,0.0448,0.18945,0.04355,35.00161,35.00948,34.27105,0.22946,0.05275,0.33581,0.07719
107,102.889242,-0.664689,2.41,0.12,0.643,0.32,0.52,72.43,705.16,1.7,18.4,16.14,0.0608,0.1109,0.4899,0.2424,0.2088,0.2297,0.0771,0.1899,0.0389,0.0469,0.0254,0.0448,0.19961,0.02321,35.86685,35.87339,34.27032,0.24175,0.02811,0.35382,0.04114
108,102.889244,-0.664997,2.55,0.13,0.859,0.32,),92.59,359.9,1.6,16.98,12.37,0.0612,0.1115,0.4952,0.2453,0.2118,0.2257,0.0824,0.1884,0.0444,0.0496,0.0311,0.045,0.19495,0.02146,34.34295,34.3676,34.26995,0.23611,0.02599,0.34556,0.03804
109,102.907965,-0.665383,2.53,0.17,0.628,0.51,0.73,69.91,1354.46,0.09,9.59,10.14,0.0932,0.1719,0.2652,0.2253,0.2058,0.1938,0.0741,0.1549,0.0419,0.0489,0.0288,0.0165,0.18607,0.0293,35.20367,35.21175,34.40254,0.22572,0.03554,0.32871,0.05176
110,102.90608,-0.665376,2.71,0.16,0.732,0.31,0.51,58.84,695.31,1.94,18.57,17.1,0.0773,0.1558,0.2708,0.2859,0.21,0.2571,0.077,0.2104,0.0289,0.0379,0.0161,0.0159,0.20749,0.03518,34.14405,34.14444,34.38905,0.25166,0.04267,0.36666,0.06217
111,102.903622,-0.665095,2.36,0.14,0.744,0.42,0.51,55.89,631.29,1.95,14.92,8.02,0.0751,0.1547,0.2755,0.2844,0.2604,0.2644,0.0762,0.2039,0.0359,0.0436,0.0207,0.0141,0.17758,0.04017,32.73888,32.80825,34.3723,0.21533,0.04871,0.31394,0.07101
112,102.901265,-0.664587,2.43,0.13,0.647,0.53,0.63,69.9,473.13,0.09,13.17,17.21,0.0632,0.1361,0.2983,0.3057,0.2756,0.2768,0.0693,0.2183,0.0264,0.0428,0.0207,0.0165,0.2381,0.03623,34.35603,34.35603,34.35604,0.28868,0.04393,0.42112,0.06408
113,102.90099,-0.664416,2.59,0.14,1.012,0.43,0.42,71.14,375.44,1.39,28.9,18.14,0.0818,0.1523,0.2954,0.2666,0.2526,0.2382,0.0777,0.1866,0.0305,0.0449,0.0226,0.0173,0.18596,0.03006,34.35437,34.35437,34.35439,0.22545,0.03645,0.32891,0.05317
114,102.896997,-0.664614,1.78,0.1,0.473,0.52,0.67,84.61,896.0,0.59,13.69,17.06,0.074,0.1481,0.3557,0.2692,0.2034,0.2481,0.0844,0.2006,0.0448,0.0443,0.0228,0.0231,0.21364,0.02907,35.36844,35.36922,34.32582,0.25892,0.03523,0.37814,0.05146
115,102.896837,-0.664438,2.05,0.15,0.44,0.6,0.92,57.15,504.05,0.09,16.27,9.4,0.088,0.1622,0.3557,0.256,0.2204,0.2313,0.0804,0.1875,0.0458,0.0456,0.0254,0.0231,0.17437,0.03162,36.13665,36.13844,34.32476,0.21133,0.03832,0.30865,0.05596
116,102.89562,-0.664393,2.67,0.14,0.512,0.6,0.63,82.44,587.36,1.17,24.46,6.28,0.0712,0.1362,0.3581,0.2921,0.2488,0.2634,0.0749,0.2085,0.0279,0.0433,0.0236,0.0226,0.18276,0.04247,30.82499,30.82499,34.31647,0.22148,0.05146,0.32357,0.07519
117,102.895012,-0.66438,2.61,0.14,0.604,0.35,0.67,90.09,630.73,2.69,20.67,14.28,0.0694,0.1354,0.3556,0.2694,0.2548,0.2461,0.0766,0.1988,0.0356,0.0475,0.029,0.0222,0.23853,0.05157,35.50445,35.52138,34.31262,0.28904,0.06249,0.42234,0.09131
118,102.892906,-0.664772,2.37,0.14,0.897,0.39,0.35,67.75,764.01,0.43,12.07,23.42,0.0648,0.1166,0.3813,0.2189,0.2182,0.209,0.0691,0.1633,0.032,0.0377,0.0204,0.029,0.19722,0.03825,34.15518,34.15691,34.29605,0.23893,0.04634,0.34934,0.06775
119,102.891228,-0.664998,2.56,0.13,0.62,0.43,0.63,68.47,762.53,0.09,11.94,19.38,0.0569,0.0978,0.4408,0.2161,0.181,0.1955,0.0654,0.1541,0.031,0.0373,0.0236,0.0373,0.2076,0.03834,34.83308,34.83403,34.28392,0.25147,0.04645,0.36785,0.06794
120,102.891243,-0.66589,2.42,0.13,0.577,0.67,0.48,65.37,245.14,0.09,12.69,10.65,0.055,0.0983,0.4076,0.2213,0.192,0.2012,0.0744,0.1657,0.0393,0.0439,0.0231,0.0356,0.19954,0.04621,34.28235,34.28235,34.28264,0.24171,0.05597,0.35359,0.08188
121,102.928007,-0.634078,2.14,0.14,0.348,0.39,0.5,96.73,726.53,1.91,20.36,22.5,0.0921,0.1968,0.5524,0.4314,0.384,0.4023,0.1132,0.3197,0.0511,0.0774,0.0541,0.048,0.19913,0.03936,35.10931,35.15232,34.59435,0.24212,0.04786,0.35008,0.0692
122,102.928619,-0.633925,2.32,0.12,0.348,0.48,0.54,180.25,563.13,3.45,6.68,8.37,0.0974,0.1996,0.5897,0.4236,0.3602,0.3892,0.1259,0.3156,0.0599,0.086,0.0584,0.0553,0.19018,0.04147,33.72464,33.77753,34.59901,0.23125,0.05042,0.3343,0.07289
123,102.927347,-0.634067,2.77,0.18,1.205,0.66,0.44,136.03,414.06,4.86,14.02,7.99,0.0849,0.1902,0.5524,0.4545,0.3962,0.4154,0.0996,0.3223,0.045,0.0724,0.0553,0.0448,0.25639,0.03403,34.97803,35.01938,34.58994,0.31172,0.04138,0.45079,0.05983
124,102.927123,-0.634282,2.79,0.12,0.54,0.8,0.54,119.85,581.73,3.28,44.05,16.96,0.0901,0.1944,0.5524,0.4248,0.3886,0.3871,0.1051,0.3103,0.0435,0.0736,0.0546,0.0448,0.21527,0.03291,35.97581,36.00584,34.58836,0.26172,0.04001,0.3785,0.05787
125,102.927377,-0.633245,2.01,0.12,0.285,1.49,0.73,117.62,623.97,3.36,12.32,7.28,0.1014,0.2042,0.5708,0.4099,0.3594,0.3574,0.1167,0.2904,0.0543,0.0789,0.0598,0.0505,0.17326,0.03587,32.81161,32.81407,34.59119,0.21065,0.04361,0.30462,0.06307
126,102.927064,-0.633542,2.17,0.16,0.294,1.99,0.95,185.54,676.25,0.8,11.14,10.0,0.0907,0.1943,0.5299,0.4043,0.3672,0.37,0.1126,0.301,0.0514,0.078,0.0602,0.0505,0.27123,0.0402,34.77596,34.81279,34.58947,0.32975,0.04888,0.47688,0.07068
127,102.927878,-0.633338,2.23,0.18,0.462,1.22,1.07,224.25,904.34,2.4,19.0,8.25,0.1037,0.2025,0.5299,0.3609,0.3272,0.3204,0.1074,0.2586,0.0546,0.076,0.062,0.056,0.23387,0.0349,35.7499,35.77264,34.59558,0.28435,0.04243,0.41113,0.06135
128,102.928285,-0.633112,3.13,0.16,0.824,0.42,0.64,122.97,630.41,4.49,19.21,11.22,0.1116,0.2156,0.5799,0.3943,0.3422,0.3527,0.1175,0.2883,0.0595,0.0811,0.0648,0.056,0.19872,0.0312,35.46846,35.47457,34.59779,0.24163,0.03794,0.34932,0.05485
129,102.927856,-0.632765,2.42,0.13,0.537,0.79,0.52,157.64,545.38,2.44,9.03,16.85,0.0974,0.1977,0.5708,0.3862,0.3378,0.3525,0.1101,0.2792,0.0618,0.0792,0.0583,0.0583,0.17869,0.03071,35.91612,35.91729,34.59496,0.21727,0.03734,0.31414,0.054
130,102.9282,-0.632567,2.35,0.14,0.384,0.6,0.74,167.73,268.9,3.01,22.19,23.12,0.1017,0.2047,0.5799,0.3893,0.3518,0.3545,0.1151,0.2882,0.063,0.0832,0.0695,0.0583,0.16491,0.03686,36.50843,36.5136,34.59815,0.20052,0.04482,0.28989,0.06479
131,102.92741,-0.632633,2.72,0.15,0.664,0.98,0.5,139.28,601.04,1.38,5.27,9.64,0.1041,0.2062,0.5708,0.3932,0.33,0.3442,0.1231,0.2773,0.0626,0.0796,0.0591,0.057,0.17583,0.03758,33.98104,33.99722,34.59208,0.21378,0.04569,0.30913,0.06606
132,102.927169,-0.632861,2.59,0.16,0.666,1.18,0.54,120.27,475.09,2.5,13.0,14.31,0.0943,0.1969,0.5708,0.4012,0.3708,0.3624,0.1156,0.2907,0.0594,0.0856,0.0605,0.0505,0.18744,0.0403,33.65339,33.69169,34.59045,0.22789,0.04899,0.32955,0.07085
133,102.927997,-0.632037,2.62,0.2,0.767,0.8,0.46,103.11,460.22,1.12,14.18,23.31,0.098,0.195,0.6088,0.4102,0.368,0.3597,0.1179,0.2897,0.0612,0.0832,0.0653,0.0616,0.22994,0.03281,34.18212,34.18391,34.59766,0.27959,0.0399,0.40421,0.05768
134,102.92818,-0.631844,3.12,0.21,0.653,1.14,0.67,98.72,1079.68,1.7,15.76,16.03,0.1081,0.2073,0.6043,0.4032,0.3558,0.3656,0.1192,0.2934,0.073,0.09,0.065,0.0616,0.2464,0.03204,30.36578,30.42402,34.59917,0.2996,0.03895,0.43312,0.05632
135,102.927127,-0.631967,2.19,0.13,0.448,1.04,0.69,140.5,435.03,4.35,25.4,9.1,0.0954,0.1934,0.6088,0.4133,0.3636,0.3808,0.1171,0.3099,0.0661,0.0888,0.0635,0.0617,0.21768,0.04513,32.05013,32.05606,34.59182,0.26466,0.05487,0.38272,0.07935
136,102.927466,-0.631699,2.29,0.12,0.402,1.18,0.9,136.17,562.81,3.55,53.53,11.95,0.1028,0.2019,0.6088,0.4067,0.3692,0.376,0.1244,0.3074,0.0603,0.0867,0.0654,0.0617,0.19267,0.04579,35.40819,35.40833,34.59412,0.23427,0.05568,0.33873,0.08051
137,102.927994,-0.630857,2.25,0.12,0.429,0.37,0.71,132.37,407.92,2.12,15.05,10.15,0.1192,0.2171,0.6486,0.3616,0.3234,0.3279,0.1278,0.2679,0.0768,0.0855,0.0691,0.0701,0.1911,0.04016,34.7797,34.77987,34.59945,0.23236,0.04884,0.33591,0.0706
138,102.928236,-0.630691,2.26,0.13,0.314,0.54,0.75,103.13,343.37,2.44,14.73,10.46,0.1126,0.2127,0.6542,0.3898,0.3264,0.3495,0.1341,0.296,0.0703,0.0821,0.065,0.0701,0.16061,0.03814,33.90478,33.92643,34.60149,0.19529,0.04638,0.2823,0.06705
139,102.92743,-0.629872,2.47,0.17,0.739,1.26,0.44,145.27,390.03,0.68,16.51,20.44,0.1062,0.1998,0.6627,0.396,0.379,0.3691,0.1227,0.2981,0.0614,0.0874,0.0617,0.0727,0.25162,0.03889,37.11435,37.13305,34.59688,0.30594,0.04728,0.44233,0.06836
140,102.927132,-0.630019,2.15,0.13,0.413,0.77,0.75,178.26,387.72,2.18,29.37,16.27,0.0986,0.1941,0.6627,0.4169,0.376,0.3866,0.117,0.3086,0.0663,0.0929,0.0653,0.0727,0.2789,0.03527,34.27075,34.32053,34.59471,0.33911,0.04289,0.49031,0.06201
141,102.928182,-0.629507,2.21,0.14,0.363,1.03,0.41,89.8,269.28,0.09,15.49,7.21,0.1107,0.2091,0.6736,0.3738,0.3218,0.3441,0.1283,0.2744,0.0747,0.0832,0.0613,0.0677,0.18453,0.03728,34.14715,34.15981,34.6029,0.22438,0.04533,0.32434,0.06553
142,102.928928,-0.629467,2.4,0.16,0.447,1.47,0.67,121.31,413.68,2.12,29.18,12.47,0.1295,0.2282,0.6524,0.3439,0.3498,0.3131,0.1281,0.2525,0.0709,0.0825,0.0539,0.0673,0.21795,0.04781,33.88442,33.89701,34.60802,0.26504,0.05814,0.38303,0.08402
143,102.928042,-0.628617,2.28,0.14,0.422,1.02,0.38,136.46,278.03,0.09,21.13,17.84,0.1013,0.2,0.6752,0.4461,0.4058,0.4133,0.1259,0.3355,0.0598,0.0819,0.0565,0.0691,0.24848,0.04694,35.89864,35.90028,34.60344,0.30215,0.05708,0.43674,0.08251
144,102.928462,-0.628585,2.09,0.13,0.496,1.16,0.64,54.75,622.84,4.13,23.55,15.39,0.0994,0.2012,0.6752,0.4339,0.388,0.4027,0.1237,0.3274,0.0544,0.0741,0.0517,0.0691,0.20796,0.03694,34.60659,34.60659,34.6061,0.25288,0.04492,0.36548,0.06492
145,102.927247,-0.628886,2.53,0.18,0.765,1.29,0.49,125.05,859.72,1.23,8.15,10.86,0.106,0.206,0.6749,0.3894,0.3476,0.3596,0.12,0.2924,0.0661,0.0843,0.0529,0.0715,0.22197,0.0454,34.24951,34.28364,34.59724,0.26989,0.0552,0.39019,0.07981
146,102.926998,-0.629264,2.44,0.16,0.654,0.6,0.68,124.46,507.26,1.21,23.99,10.08,0.1088,0.2085,0.6702,0.392,0.3298,0.3624,0.1265,0.2974,0.0685,0.0818,0.0604,0.0725,0.17005,0.048,32.01637,32.01637,34.59468,0.20676,0.05836,0.29895,0.08438
147,102.927394,-0.628178,2.28,0.16,0.755,0.63,0.56,141.04,144.14,2.33,16.3,8.13,0.1058,0.205,0.6331,0.4123,0.3726,0.3827,0.1294,0.3072,0.0584,0.0772,0.0509,0.0715,0.21042,0.03438,33.10699,33.11015,34.59884,0.25586,0.04181,0.36989,0.06044
148,102.927114,-0.628476,2.89,0.2,0.702,0.71,0.44,114.73,229.67,2.77,12.76,8.56,0.1017,0.203,0.6749,0.4148,0.3708,0.3798,0.1243,0.3132,0.0602,0.0841,0.0535,0.0715,0.20236,0.0442,33.17293,33.23778,34.59729,0.24605,0.05375,0.35572,0.0777
149,102.928332,-0.627739,2.25,0.17,0.553,0.73,0.61,117.01,227.77,2.23,18.42,19.89,0.1053,0.2004,0.6263,0.3852,0.3174,0.3602,0.1159,0.2826,0.0624,0.0727,0.0465,0.0643,0.22703,0.04994,34.96109,34.96142,34.60661,0.27608,0.06073,0.39901,0.08776
150,102.928578,-0.627746,2.13,0.15,0.497,0.85,0.76,137.12,497.92,4.16,35.35,16.25,0.1036,0.2041,0.622,0.3931,0.3454,0.3533,0.117,0.2889,0.0525,0.0677,0.0446,0.0578,0.20492,0.04899,35.96627,35.97784,34.60795,0.24919,0.05957,0.36013,0.0861
151,102.927796,-0.624777,2.16,0.14,0.762,0.83,0.38,102.21,620.33,2.89,9.75,8.91,0.0937,0.1849,0.5225,0.3187,0.298,0.2862,0.093,0.2348,0.0543,0.0664,0.0532,0.0443,0.24628,0.02932,36.41385,36.41414,34.60728,0.29949,0.03565,0.43283,0.05153
152,102.928177,-0.624604,2.32,0.16,0.779,1.37,0.4,71.32,366.24,2.15,12.24,7.51,0.1009,0.1936,0.4901,0.331,0.3066,0.3012,0.1019,0.24,0.0479,0.072,0.0517,0.0449,0.16989,0.02796,33.18202,33.19025,34.61016,0.20661,0.034,0.29856,0.04913
153,102.928509,-0.624417,2.16,0.12,0.383,1.01,0.66,79.07,740.11,2.15,16.91,19.56,0.0989,0.1933,0.4901,0.3437,0.2966,0.3091,0.1024,0.2511,0.0469,0.0651,0.043,0.0449,0.19702,0.03245,34.72968,34.7297,34.61297,0.23961,0.03946,0.34621,0.05702
154,102.927151,-0.62515,2.15,0.13,0.3,1.02,0.68,185.13,382.24,7.19,20.84,23.14,0.1263,0.2216,0.5225,0.3499,0.3318,0.3117,0.1212,0.2605,0.0599,0.0833,0.0538,0.0502,0.21864,0.04776,32.95339,32.98606,34.6022,0.26587,0.05808,0.38431,0.08395
155,102.926895,-0.625323,2.02,0.12,0.421,0.43,0.59,87.43,386.62,0.82,13.3,12.48,0.1096,0.2061,0.5668,0.3549,0.333,0.3215,0.1135,0.2616,0.061,0.0825,0.0592,0.0566,0.16756,0.03566,34.03425,34.03452,34.60012,0.20374,0.04336,0.29453,0.06269
156,102.768016979,-0.528139025,2.0,0.12,0.976,0.4,0.31,117.01,9.21,3.07,7.37,10.61,0.1767,0.1871,1.5794,0.4143,0.3978,0.4019,0.3263,0.3801,0.258,0.2824,0.3066,0.3552,0.18211,0.05991,33.18745,33.24034,33.60472,0.21882,0.07199,0.32843,0.10805
157,102.763732988,-0.525257997,1.85,0.11,0.863,0.44,0.48,108.79,93.95,3.43,7.27,12.28,0.1601,0.185,1.5794,0.3935,0.3968,0.3905,0.3108,0.3719,0.2398,0.2768,0.2898,0.3021,0.16894,0.03388,34.27318,34.32624,33.57762,0.20293,0.0407,0.3049,0.06115
158,102.763914037,-0.525638033,2.09,0.11,0.981,0.79,0.44,75.57,88.22,5.85,13.69,12.65,0.1609,0.1847,1.5793,0.3998,0.3958,0.3908,0.3041,0.3722,0.2462,0.2754,0.2852,0.3098,0.16476,0.05052,34.14804,34.27607,33.57821,0.19792,0.06069,0.29736,0.09118
159,102.763638021,-0.525443992,2.15,0.14,0.887,0.28,0.23,143.62,90.09,2.8,16.67,12.91,0.162,0.1865,1.5793,0.3991,0.3908,0.3908,0.3103,0.3712,0.2464,0.2824,0.281,0.3098,0.17035,0.02975,33.5892,33.61576,33.57663,0.20464,0.03574,0.30747,0.05369
160,102.76362,-0.525252968,2.09,0.12,0.954,0.59,0.42,124.95,101.09,3.56,3.03,6.19,0.1601,0.185,1.5794,0.3935,0.3968,0.3905,0.3108,0.3719,0.2412,0.2736,0.2922,0.3021,0.17846,0.03188,34.80053,34.82898,33.57697,0.21438,0.03829,0.3221,0.05753
161,102.763458984,-0.524867987,2.22,0.12,0.682,0.55,0.56,82.32,150.31,3.97,16.0,6.35,0.154,0.1828,1.5793,0.3714,0.3802,0.3634,0.3053,0.3507,0.2412,0.27,0.2922,0.2945,0.16405,0.03548,35.38598,35.38781,33.57639,0.19706,0.04262,0.29609,0.06404
162,102.763091018,-0.524868993,2.3,0.11,0.945,0.49,0.21,87.04,89.54,3.54,8.54,6.17,0.1554,0.1834,1.5793,0.3716,0.3736,0.3713,0.2974,0.358,0.2402,0.2602,0.2864,0.2945,0.17127,0.03812,31.75923,31.76129,33.57385,0.20573,0.04579,0.30915,0.0688
163,102.763265027,-0.525241988,2.22,0.15,0.807,0.73,0.47,132.61,110.63,3.58,14.93,17.97,0.157,0.1843,1.5793,0.3805,0.3842,0.3782,0.3008,0.3562,0.2412,0.268,0.2932,0.2945,0.17147,0.02758,31.78416,31.78662,33.5743,0.20597,0.03313,0.3095,0.04978
164,102.763401987,-0.525609031,2.34,0.14,0.91,0.65,0.23,130.39,107.9,2.31,11.72,15.44,0.1639,0.1855,1.5793,0.3906,0.3796,0.3749,0.3062,0.3577,0.2422,0.281,0.2756,0.3091,0.18082,0.02311,31.37475,31.38946,33.57507,0.21721,0.02776,0.32637,0.04171
165,102.763085989,-0.52566804,2.26,0.15,0.987,0.66,0.35,118.39,117.13,2.21,14.32,13.17,0.1644,0.185,1.5793,0.3875,0.3798,0.3731,0.2998,0.3535,0.245,0.279,0.2754,0.3091,0.19733,0.02991,32.53395,32.53419,33.57261,0.23702,0.03593,0.35618,0.054
166,102.76300502,-0.525434017,2.39,0.15,0.475,0.94,0.34,85.46,100.92,4.24,16.41,10.84,0.1635,0.1812,1.5793,0.3902,0.3854,0.3709,0.2934,0.3556,0.2402,0.2784,0.2768,0.3082,0.18228,0.02924,32.08574,32.08849,33.57222,0.21895,0.03512,0.32904,0.05278
167,102.762798993,-0.525019029,2.17,0.14,0.642,0.6,0.39,119.02,236.25,3.05,20.82,9.18,0.1567,0.1815,1.5793,0.3814,0.3794,0.3778,0.2919,0.3562,0.227,0.2596,0.278,0.2981,0.19319,0.03493,33.11456,33.11537,33.57172,0.23205,0.04196,0.34873,0.06306
168,102.762502022,-0.524974018,2.44,0.14,0.519,1.13,0.43,139.39,201.86,3.17,12.87,7.44,0.1551,0.1791,1.5792,0.3777,0.3698,0.3731,0.2906,0.3553,0.2304,0.254,0.2724,0.2964,0.24046,0.03557,34.73285,34.73363,33.56968,0.28883,0.04273,0.43408,0.06421
169,102.762682,-0.449633,2.23,0.12,0.483,0.54,0.52,108.31,96.04,1.6,22.52,14.06,0.2285,0.2253,1.5794,0.4399,0.442,0.4336,0.404,0.4269,0.3364,0.3642,0.398,0.4256,0.15021,0.04088,32.24808,32.31199,33.68605,0.18067,0.04917,0.27034,0.07357
170,102.763077,-0.449567,2.2,0.12,0.405,0.53,0.82,136.6,133.73,2.02,21.76,19.93,0.2152,0.2235,1.5794,0.423,0.4296,0.4217,0.4031,0.4232,0.3384,0.3608,0.3838,0.4125,0.15866,0.03892,34.71931,34.73716,33.68942,0.19083,0.04681,0.28551,0.07004
171,102.762814,-0.448626,2.05,0.1,0.434,0.55,0.61,132.86,2009.32,2.13,13.62,22.81,0.2218,0.2236,1.5794,0.4273,0.4352,0.4253,0.4028,0.427,0.3396,0.3714,0.3854,0.4348,0.20563,0.03929,32.23341,32.29004,33.689,0.24734,0.04726,0.37005,0.07071
172,102.762944,-0.44822,1.98,0.1,0.3265,0.58,0.73,98.97,111.76,1.07,14.02,18.3,0.2225,0.2198,1.5794,0.4266,0.442,0.4229,0.3973,0.4221,0.3338,0.3698,0.393,0.4383,0.20254,0.05028,36.11481,36.12902,33.69083,0.24362,0.06048,0.36446,0.09047
173,102.76101,-0.449965,2.16,0.13,0.62,0.55,0.49,173.67,384.87,3.39,18.45,19.37,0.231,0.2331,1.5793,0.4352,0.4376,0.438,0.4166,0.4347,0.3458,0.367,0.4082,0.4427,0.22239,0.0582,33.67274,33.67274,33.67387,0.26744,0.06999,0.40036,0.10477
174,102.760888,-0.449863,2.48,0.14,0.537,0.59,0.58,145.9,282.8,4.61,21.32,16.43,0.2302,0.2296,1.5793,0.4279,0.4328,0.4339,0.4097,0.4328,0.3462,0.3694,0.3916,0.4225,0.20777,0.05745,33.81752,33.81753,33.67336,0.24986,0.06909,0.37405,0.10343
175,102.761081,-0.451029,1.87,0.12,0.548,0.47,0.42,174.33,233.79,2.99,15.37,11.42,0.2372,0.2298,1.5793,0.4358,0.4532,0.4304,0.4051,0.4246,0.3462,0.3872,0.424,0.4512,0.21195,0.05129,35.52788,35.54307,33.67345,0.25489,0.06168,0.38159,0.09233
